Date,HomeTeam,AwayTeam,FTHG,FTAG
20/05/2023,PIT,ARI,3,4
19/05/2023,PIT,ARI,13,3
17/05/2023,DET,PIT,0,8
16/05/2023,DET,PIT,4,0
14/05/2023,BAL,PIT,0,4
13/05/2023,BAL,PIT,2,0
12/05/2023,BAL,PIT,6,3
10/05/2023,PIT,COL,3,4
09/05/2023,PIT,COL,1,10
08/05/2023,PIT,COL,2,0
07/05/2023,PIT,TOR,1,10
06/05/2023,PIT,TOR,2,8
05/05/2023,PIT,TOR,0,4
04/05/2023,TB,PIT,3,2
03/05/2023,TB,PIT,8,1
02/05/2023,TB,PIT,4,1
30/04/2023,WSH,PIT,7,2
29/04/2023,WSH,PIT,1,16
29/04/2023,WSH,PIT,3,6
27/04/2023,PIT,LAD,6,2
26/04/2023,PIT,LAD,8,1
25/04/2023,PIT,LAD,7,8
23/04/2023,PIT,CIN,2,0
22/04/2023,PIT,CIN,2,1
21/04/2023,PIT,CIN,4,2
20/04/2023,PIT,CIN,4,3
19/04/2023,COL,PIT,3,14
18/04/2023,COL,PIT,3,5
17/04/2023,COL,PIT,3,14
16/04/2023,STL,PIT,5,4
15/04/2023,STL,PIT,3,6
14/04/2023,STL,PIT,3,0
13/04/2023,STL,PIT,0,5
12/04/2023,PIT,HOU,0,7
11/04/2023,PIT,HOU,7,4
10/04/2023,PIT,HOU,2,8
09/04/2023,PIT,CHW,1,0
08/04/2023,PIT,CHW,5,11
07/04/2023,PIT,CHW,13,9
05/04/2023,BOS,PIT,1,4
04/04/2023,BOS,PIT,1,4
03/04/2023,BOS,PIT,6,7
02/04/2023,CIN,PIT,3,1
01/04/2023,CIN,PIT,6,2
30/03/2023,CIN,PIT,4,5
05/10/2022,PIT,STL,5,3
04/10/2022,PIT,STL,7,8
03/10/2022,PIT,STL,3,2
02/10/2022,STL,PIT,5,7
01/10/2022,STL,PIT,13,3
30/09/2022,STL,PIT,2,1
28/09/2022,PIT,CIN,4,3
27/09/2022,PIT,CIN,4,1
26/09/2022,PIT,CIN,8,3
25/09/2022,PIT,CHC,3,8
24/09/2022,PIT,CHC,6,0
23/09/2022,PIT,CHC,5,6
22/09/2022,PIT,CHC,2,3
21/09/2022,NYY,PIT,14,2
20/09/2022,NYY,PIT,9,8
18/09/2022,NYM,PIT,7,3
17/09/2022,NYM,PIT,5,1
16/09/2022,NYM,PIT,4,3
15/09/2022,NYM,PIT,7,1
14/09/2022,CIN,PIT,4,10
13/09/2022,CIN,PIT,0,1
13/09/2022,CIN,PIT,1,6
12/09/2022,CIN,PIT,3,6
11/09/2022,PIT,STL,3,4
10/09/2022,PIT,STL,5,7
09/09/2022,PIT,STL,8,2
07/09/2022,PIT,NYM,0,10
06/09/2022,PIT,NYM,8,2
04/09/2022,PIT,TOR,3,4
03/09/2022,PIT,TOR,1,4
02/09/2022,PIT,TOR,0,4
31/08/2022,MIL,PIT,6,1
30/08/2022,MIL,PIT,2,4
29/08/2022,MIL,PIT,7,5
28/08/2022,PHI,PIT,0,5
27/08/2022,PHI,PIT,6,0
26/08/2022,PHI,PIT,7,4
24/08/2022,PIT,ATL,2,14
23/08/2022,PIT,ATL,1,6
22/08/2022,PIT,ATL,1,2
21/08/2022,PIT,CIN,5,9
20/08/2022,PIT,CIN,1,10
19/08/2022,PIT,CIN,5,4
18/08/2022,PIT,BOS,8,2
17/08/2022,PIT,BOS,3,8
16/08/2022,PIT,BOS,3,5
14/08/2022,SF,PIT,8,7
13/08/2022,SF,PIT,2,0
12/08/2022,SF,PIT,5,3
11/08/2022,ARI,PIT,9,3
10/08/2022,ARI,PIT,4,6
09/08/2022,ARI,PIT,6,4
08/08/2022,ARI,PIT,3,0
07/08/2022,BAL,PIT,1,8
06/08/2022,BAL,PIT,6,3
05/08/2022,BAL,PIT,1,0
04/08/2022,PIT,MIL,5,4
03/08/2022,PIT,MIL,8,7
02/08/2022,PIT,MIL,5,3
31/07/2022,PIT,PHI,2,8
30/07/2022,PIT,PHI,1,2
29/07/2022,PIT,PHI,2,4
28/07/2022,PIT,PHI,7,8
26/07/2022,CHC,PIT,4,2
25/07/2022,CHC,PIT,3,2
24/07/2022,PIT,MIA,5,6
23/07/2022,PIT,MIA,1,0
22/07/2022,PIT,MIA,1,8
17/07/2022,COL,PIT,3,8
16/07/2022,COL,PIT,2,0
15/07/2022,COL,PIT,13,2
14/07/2022,MIA,PIT,3,2
13/07/2022,MIA,PIT,5,4
12/07/2022,MIA,PIT,2,3
11/07/2022,MIA,PIT,1,5
10/07/2022,MIL,PIT,6,8
09/07/2022,MIL,PIT,3,4
08/07/2022,MIL,PIT,4,3
07/07/2022,CIN,PIT,5,1
07/07/2022,CIN,PIT,2,4
06/07/2022,PIT,NYY,0,16
05/07/2022,PIT,NYY,5,2
03/07/2022,PIT,MIL,0,2
02/07/2022,PIT,MIL,7,4
01/07/2022,PIT,MIL,2,19
30/06/2022,PIT,MIL,8,7
29/06/2022,WSH,PIT,7,8
28/06/2022,WSH,PIT,3,1
27/06/2022,WSH,PIT,3,2
26/06/2022,TB,PIT,4,2
25/06/2022,TB,PIT,6,5
24/06/2022,TB,PIT,4,3
23/06/2022,PIT,CHC,8,7
22/06/2022,PIT,CHC,5,14
21/06/2022,PIT,CHC,7,1
20/06/2022,PIT,CHC,12,1
19/06/2022,PIT,SF,4,3
18/06/2022,PIT,SF,5,7
17/06/2022,PIT,SF,0,2
15/06/2022,STL,PIT,4,6
14/06/2022,STL,PIT,9,1
14/06/2022,STL,PIT,3,1
13/06/2022,STL,PIT,7,5
12/06/2022,ATL,PIT,5,3
11/06/2022,ATL,PIT,10,4
10/06/2022,ATL,PIT,4,2
09/06/2022,ATL,PIT,3,1
08/06/2022,PIT,DET,1,3
07/06/2022,PIT,DET,3,5
05/06/2022,PIT,ARI,3,0
04/06/2022,PIT,ARI,2,1
03/06/2022,PIT,ARI,6,8
01/06/2022,LAD,PIT,4,8
31/05/2022,LAD,PIT,3,5
30/05/2022,LAD,PIT,5,6
29/05/2022,SD,PIT,4,2
28/05/2022,SD,PIT,2,4
27/05/2022,SD,PIT,4,3
25/05/2022,PIT,COL,10,5
24/05/2022,PIT,COL,1,2
23/05/2022,PIT,COL,2,1
22/05/2022,PIT,STL,4,18
21/05/2022,PIT,STL,4,5
20/05/2022,PIT,STL,3,5
18/05/2022,CHC,PIT,2,3
17/05/2022,CHC,PIT,7,0
16/05/2022,CHC,PIT,9,0
15/05/2022,PIT,CIN,1,0
14/05/2022,PIT,CIN,3,1
13/05/2022,PIT,CIN,2,8
12/05/2022,PIT,CIN,0,4
11/05/2022,PIT,LAD,5,3
10/05/2022,PIT,LAD,1,11
09/05/2022,PIT,LAD,5,1
08/05/2022,CIN,PIT,7,3
07/05/2022,CIN,PIT,5,8
07/05/2022,CIN,PIT,9,2
04/05/2022,DET,PIT,2,7
04/05/2022,DET,PIT,3,2
01/05/2022,PIT,SD,2,5
30/04/2022,PIT,SD,7,6
29/04/2022,PIT,SD,3,7
28/04/2022,PIT,MIL,2,3
27/04/2022,PIT,MIL,1,3
26/04/2022,PIT,MIL,8,12
24/04/2022,CHC,PIT,3,4
23/04/2022,CHC,PIT,21,0
22/04/2022,CHC,PIT,2,4
21/04/2022,CHC,PIT,3,4
20/04/2022,MIL,PIT,4,2
19/04/2022,MIL,PIT,5,2
18/04/2022,MIL,PIT,6,1
17/04/2022,PIT,WSH,5,3
16/04/2022,PIT,WSH,6,4
15/04/2022,PIT,WSH,2,7
14/04/2022,PIT,WSH,9,4
13/04/2022,PIT,CHC,6,2
12/04/2022,PIT,CHC,1,2
10/04/2022,STL,PIT,4,9
09/04/2022,STL,PIT,6,2
07/04/2022,STL,PIT,9,0
03/10/2021,PIT,CIN,3,6
02/10/2021,PIT,CIN,8,6
01/10/2021,PIT,CIN,9,2
30/09/2021,PIT,CHC,0,9
29/09/2021,PIT,CHC,2,3
28/09/2021,PIT,CHC,8,6
27/09/2021,CIN,PIT,13,1
26/09/2021,PHI,PIT,0,6
25/09/2021,PHI,PIT,3,0
24/09/2021,PHI,PIT,8,6
23/09/2021,PHI,PIT,12,6
21/09/2021,CIN,PIT,2,6
20/09/2021,CIN,PIT,9,5
19/09/2021,MIA,PIT,6,5
18/09/2021,MIA,PIT,3,6
17/09/2021,MIA,PIT,1,2
16/09/2021,PIT,CIN,0,1
15/09/2021,PIT,CIN,5,4
14/09/2021,PIT,CIN,6,5
12/09/2021,PIT,WSH,2,6
11/09/2021,PIT,WSH,10,7
10/09/2021,PIT,WSH,4,3
08/09/2021,PIT,DET,1,5
07/09/2021,PIT,DET,3,2
06/09/2021,PIT,DET,6,3
05/09/2021,CHC,PIT,11,8
04/09/2021,CHC,PIT,7,6
03/09/2021,CHC,PIT,6,5
02/09/2021,CHC,PIT,6,5
01/09/2021,CHW,PIT,6,3
31/08/2021,CHW,PIT,4,2
29/08/2021,PIT,STL,4,3
28/08/2021,PIT,STL,0,13
27/08/2021,PIT,STL,3,4
26/08/2021,PIT,STL,11,7
25/08/2021,PIT,ARI,2,5
24/08/2021,PIT,ARI,4,2
23/08/2021,PIT,ARI,6,5
22/08/2021,STL,PIT,3,0
21/08/2021,STL,PIT,4,5
20/08/2021,STL,PIT,0,4
18/08/2021,LAD,PIT,9,0
17/08/2021,LAD,PIT,4,3
16/08/2021,LAD,PIT,2,1
15/08/2021,PIT,MIL,1,2
14/08/2021,PIT,MIL,0,6
14/08/2021,PIT,MIL,14,4
12/08/2021,PIT,STL,6,7
11/08/2021,PIT,STL,0,4
10/08/2021,PIT,STL,1,4
08/08/2021,CIN,PIT,3,2
07/08/2021,CIN,PIT,11,3
06/08/2021,CIN,PIT,10,0
05/08/2021,CIN,PIT,7,4
04/08/2021,MIL,PIT,4,2
03/08/2021,MIL,PIT,5,8
02/08/2021,MIL,PIT,6,2
01/08/2021,PIT,PHI,4,15
31/07/2021,PIT,PHI,3,2
30/07/2021,PIT,PHI,7,0
29/07/2021,PIT,MIL,0,12
28/07/2021,PIT,MIL,3,7
27/07/2021,PIT,MIL,0,9
25/07/2021,SF,PIT,6,1
24/07/2021,SF,PIT,2,10
23/07/2021,SF,PIT,4,6
21/07/2021,ARI,PIT,6,4
20/07/2021,ARI,PIT,11,6
19/07/2021,ARI,PIT,4,2
18/07/2021,PIT,NYM,6,7
17/07/2021,PIT,NYM,9,7
16/07/2021,PIT,NYM,4,1
11/07/2021,NYM,PIT,5,6
10/07/2021,NYM,PIT,4,2
10/07/2021,NYM,PIT,2,6
09/07/2021,NYM,PIT,13,4
07/07/2021,PIT,ATL,3,14
06/07/2021,PIT,ATL,2,1
05/07/2021,PIT,ATL,11,1
04/07/2021,PIT,MIL,2,0
03/07/2021,PIT,MIL,2,11
02/07/2021,PIT,MIL,2,7
01/07/2021,PIT,MIL,2,7
30/06/2021,COL,PIT,6,2
29/06/2021,COL,PIT,8,0
28/06/2021,COL,PIT,2,0
27/06/2021,STL,PIT,2,7
26/06/2021,STL,PIT,3,1
25/06/2021,STL,PIT,4,5
24/06/2021,STL,PIT,2,8
23/06/2021,PIT,CHW,3,4
22/06/2021,PIT,CHW,6,3
20/06/2021,PIT,CLE,1,2
19/06/2021,PIT,CLE,6,3
18/06/2021,PIT,CLE,11,10
16/06/2021,WSH,PIT,3,1
15/06/2021,WSH,PIT,8,1
14/06/2021,WSH,PIT,3,2
13/06/2021,MIL,PIT,5,2
12/06/2021,MIL,PIT,7,4
11/06/2021,MIL,PIT,7,4
10/06/2021,PIT,LAD,3,6
09/06/2021,PIT,LAD,1,2
08/06/2021,PIT,LAD,3,5
06/06/2021,PIT,MIA,1,3
05/06/2021,PIT,MIA,8,7
04/06/2021,PIT,MIA,9,2
03/06/2021,PIT,MIA,5,3
01/06/2021,KC,PIT,10,5
31/05/2021,KC,PIT,7,3
30/05/2021,PIT,COL,3,4
29/05/2021,PIT,COL,4,0
29/05/2021,PIT,COL,7,0
27/05/2021,PIT,CHC,3,5
26/05/2021,PIT,CHC,1,4
25/05/2021,PIT,CHC,3,4
23/05/2021,ATL,PIT,7,1
22/05/2021,ATL,PIT,6,1
21/05/2021,ATL,PIT,20,1
20/05/2021,ATL,PIT,4,6
19/05/2021,STL,PIT,8,5
18/05/2021,STL,PIT,5,2
16/05/2021,PIT,SF,1,4
15/05/2021,PIT,SF,8,6
14/05/2021,PIT,SF,3,2
13/05/2021,PIT,SF,1,3
12/05/2021,PIT,CIN,1,5
11/05/2021,PIT,CIN,7,2
10/05/2021,PIT,CIN,1,14
09/05/2021,CHC,PIT,5,6
08/05/2021,CHC,PIT,3,2
07/05/2021,CHC,PIT,3,2
05/05/2021,SD,PIT,4,2
04/05/2021,SD,PIT,1,2
03/05/2021,SD,PIT,2,0
02/05/2021,PIT,STL,0,3
01/05/2021,PIT,STL,5,12
30/04/2021,PIT,STL,3,7
28/04/2021,PIT,KC,6,9
27/04/2021,PIT,KC,2,1
25/04/2021,MIN,PIT,2,6
24/04/2021,MIN,PIT,2,6
23/04/2021,MIN,PIT,2,0
22/04/2021,DET,PIT,2,4
21/04/2021,DET,PIT,5,2
21/04/2021,DET,PIT,2,3
18/04/2021,MIL,PIT,5,6
17/04/2021,MIL,PIT,7,1
16/04/2021,MIL,PIT,1,6
15/04/2021,PIT,SD,3,8
14/04/2021,PIT,SD,5,1
13/04/2021,PIT,SD,8,4
12/04/2021,PIT,SD,2,6
11/04/2021,PIT,CHC,7,1
10/04/2021,PIT,CHC,8,2
08/04/2021,PIT,CHC,2,4
07/04/2021,CIN,PIT,11,4
06/04/2021,CIN,PIT,14,1
05/04/2021,CIN,PIT,5,3
04/04/2021,CHC,PIT,4,3
03/04/2021,CHC,PIT,5,1
01/04/2021,CHC,PIT,3,5
27/09/2020,CLE,PIT,8,6
26/09/2020,CLE,PIT,0,8
25/09/2020,CLE,PIT,4,3
24/09/2020,PIT,CHC,7,0
23/09/2020,PIT,CHC,2,1
22/09/2020,PIT,CHC,3,2
21/09/2020,PIT,CHC,0,5
20/09/2020,PIT,STL,1,2
19/09/2020,PIT,STL,4,5
18/09/2020,PIT,STL,5,6
17/09/2020,PIT,STL,5,1
16/09/2020,CIN,PIT,1,0
15/09/2020,CIN,PIT,4,1
14/09/2020,CIN,PIT,9,4
14/09/2020,CIN,PIT,3,1
13/09/2020,KC,PIT,11,0
12/09/2020,KC,PIT,7,4
11/09/2020,KC,PIT,4,3
09/09/2020,PIT,CHW,1,8
08/09/2020,PIT,CHW,5,4
06/09/2020,PIT,CIN,3,2
05/09/2020,PIT,CIN,2,6
04/09/2020,CIN,PIT,3,4
04/09/2020,PIT,CIN,2,4
03/09/2020,PIT,CHC,6,2
02/09/2020,PIT,CHC,2,8
01/09/2020,PIT,CHC,7,8
31/08/2020,MIL,PIT,6,5
30/08/2020,MIL,PIT,1,5
29/08/2020,MIL,PIT,7,6
28/08/2020,MIL,PIT,9,1
27/08/2020,STL,PIT,0,2
27/08/2020,STL,PIT,3,4
26/08/2020,CHW,PIT,10,3
25/08/2020,CHW,PIT,4,0
23/08/2020,PIT,MIL,5,4
22/08/2020,PIT,MIL,12,5
21/08/2020,PIT,MIL,7,2
20/08/2020,PIT,CLE,0,2
19/08/2020,PIT,CLE,1,6
18/08/2020,PIT,CLE,3,6
14/08/2020,CIN,PIT,8,1
13/08/2020,CIN,PIT,6,9
09/08/2020,PIT,DET,1,2
08/08/2020,PIT,DET,5,11
07/08/2020,PIT,DET,13,17
06/08/2020,PIT,MIN,6,5
05/08/2020,PIT,MIN,2,5
04/08/2020,MIN,PIT,7,3
03/08/2020,MIN,PIT,5,4
02/08/2020,CHC,PIT,2,1
01/08/2020,CHC,PIT,4,3
31/07/2020,CHC,PIT,6,3
29/07/2020,PIT,MIL,0,3
28/07/2020,PIT,MIL,8,6
27/07/2020,PIT,MIL,5,6
26/07/2020,STL,PIT,1,5
25/07/2020,STL,PIT,9,1
24/07/2020,STL,PIT,5,4
29/09/2019,PIT,CIN,1,3
28/09/2019,PIT,CIN,2,4
27/09/2019,PIT,CIN,6,5
26/09/2019,PIT,CHC,9,5
25/09/2019,PIT,CHC,4,2
24/09/2019,PIT,CHC,9,2
22/09/2019,MIL,PIT,4,3
21/09/2019,MIL,PIT,10,1
20/09/2019,MIL,PIT,10,1
19/09/2019,PIT,SEA,5,6
18/09/2019,PIT,SEA,1,4
17/09/2019,PIT,SEA,0,6
15/09/2019,CHC,PIT,16,6
14/09/2019,CHC,PIT,14,1
13/09/2019,CHC,PIT,17,8
12/09/2019,SF,PIT,2,4
11/09/2019,SF,PIT,3,6
10/09/2019,SF,PIT,5,4
09/09/2019,SF,PIT,4,6
08/09/2019,PIT,STL,0,2
07/09/2019,PIT,STL,1,10
06/09/2019,PIT,STL,9,4
05/09/2019,PIT,MIA,7,10
04/09/2019,PIT,MIA,6,5
03/09/2019,PIT,MIA,4,5
01/09/2019,COL,PIT,2,6
31/08/2019,COL,PIT,4,11
30/08/2019,COL,PIT,4,9
29/08/2019,COL,PIT,8,11
28/08/2019,PHI,PIT,12,3
27/08/2019,PHI,PIT,4,5
26/08/2019,PHI,PIT,6,5
25/08/2019,PIT,CIN,9,8
24/08/2019,PIT,CIN,14,0
23/08/2019,PIT,CIN,3,2
22/08/2019,PIT,WSH,1,7
21/08/2019,PIT,WSH,1,11
20/08/2019,PIT,WSH,4,1
19/08/2019,PIT,WSH,0,13
18/08/2019,PIT,CHC,1,7
17/08/2019,PIT,CHC,0,2
16/08/2019,PIT,CHC,3,2
14/08/2019,LAA,PIT,7,4
13/08/2019,LAA,PIT,7,10
12/08/2019,LAA,PIT,2,10
11/08/2019,STL,PIT,11,9
10/08/2019,STL,PIT,3,1
09/08/2019,STL,PIT,6,2
07/08/2019,PIT,MIL,3,8
06/08/2019,PIT,MIL,3,4
05/08/2019,PIT,MIL,7,9
04/08/2019,PIT,NYM,2,13
03/08/2019,PIT,NYM,5,7
02/08/2019,PIT,NYM,8,4
31/07/2019,CIN,PIT,4,1
30/07/2019,CIN,PIT,4,11
29/07/2019,CIN,PIT,11,6
28/07/2019,NYM,PIT,8,7
27/07/2019,NYM,PIT,3,0
26/07/2019,NYM,PIT,6,3
25/07/2019,PIT,STL,3,6
24/07/2019,PIT,STL,8,14
23/07/2019,PIT,STL,3,4
22/07/2019,PIT,STL,5,6
21/07/2019,PIT,PHI,1,2
20/07/2019,PIT,PHI,5,1
19/07/2019,PIT,PHI,1,6
17/07/2019,STL,PIT,6,5
16/07/2019,STL,PIT,1,3
15/07/2019,STL,PIT,7,0
14/07/2019,CHC,PIT,8,3
13/07/2019,CHC,PIT,10,4
12/07/2019,CHC,PIT,4,3
07/07/2019,PIT,MIL,6,5
06/07/2019,PIT,MIL,12,2
05/07/2019,PIT,MIL,6,7
04/07/2019,PIT,CHC,3,11
03/07/2019,PIT,CHC,6,5
02/07/2019,PIT,CHC,5,1
01/07/2019,PIT,CHC,18,5
30/06/2019,MIL,PIT,2,1
29/06/2019,MIL,PIT,3,1
28/06/2019,MIL,PIT,2,3
27/06/2019,HOU,PIT,0,10
26/06/2019,HOU,PIT,2,14
25/06/2019,HOU,PIT,5,1
23/06/2019,PIT,SD,11,10
22/06/2019,PIT,SD,6,3
21/06/2019,PIT,SD,2,1
19/06/2019,PIT,DET,8,7
18/06/2019,PIT,DET,4,5
16/06/2019,MIA,PIT,4,5
15/06/2019,MIA,PIT,4,3
14/06/2019,MIA,PIT,0,11
13/06/2019,ATL,PIT,6,5
12/06/2019,ATL,PIT,8,7
11/06/2019,ATL,PIT,7,5
10/06/2019,ATL,PIT,13,7
09/06/2019,MIL,PIT,5,2
08/06/2019,MIL,PIT,5,3
07/06/2019,MIL,PIT,10,4
06/06/2019,PIT,ATL,6,1
05/06/2019,PIT,ATL,7,4
04/06/2019,PIT,ATL,5,12
02/06/2019,PIT,MIL,2,4
01/06/2019,PIT,MIL,10,12
31/05/2019,PIT,MIL,9,4
30/05/2019,PIT,MIL,5,11
29/05/2019,CIN,PIT,2,7
28/05/2019,CIN,PIT,11,6
27/05/2019,CIN,PIT,8,1
27/05/2019,CIN,PIT,5,8
26/05/2019,PIT,LAD,7,11
25/05/2019,PIT,LAD,2,7
24/05/2019,PIT,LAD,2,10
23/05/2019,PIT,COL,14,6
22/05/2019,PIT,COL,3,9
21/05/2019,PIT,COL,0,5
19/05/2019,SD,PIT,4,6
18/05/2019,SD,PIT,2,7
17/05/2019,SD,PIT,3,5
16/05/2019,SD,PIT,4,3
15/05/2019,ARI,PIT,11,1
14/05/2019,ARI,PIT,2,6
13/05/2019,ARI,PIT,9,3
12/05/2019,STL,PIT,6,10
11/05/2019,STL,PIT,1,2
10/05/2019,STL,PIT,1,2
09/05/2019,STL,PIT,17,4
08/05/2019,PIT,TEX,6,9
07/05/2019,PIT,TEX,5,4
05/05/2019,PIT,OAK,5,3
04/05/2019,PIT,OAK,6,4
03/05/2019,PIT,OAK,1,14
01/05/2019,TEX,PIT,5,7
30/04/2019,TEX,PIT,4,6
28/04/2019,LAD,PIT,7,6
27/04/2019,LAD,PIT,3,1
26/04/2019,LAD,PIT,6,2
25/04/2019,PIT,ARI,0,5
24/04/2019,PIT,ARI,2,11
23/04/2019,PIT,ARI,1,2
22/04/2019,PIT,ARI,4,12
21/04/2019,PIT,SF,2,3
20/04/2019,PIT,SF,3,1
19/04/2019,PIT,SF,4,1
17/04/2019,DET,PIT,2,3
16/04/2019,DET,PIT,3,5
14/04/2019,WSH,PIT,3,4
13/04/2019,WSH,PIT,3,2
12/04/2019,WSH,PIT,3,6
11/04/2019,CHC,PIT,2,0
10/04/2019,CHC,PIT,2,5
08/04/2019,CHC,PIT,10,0
07/04/2019,PIT,CIN,7,5
06/04/2019,PIT,CIN,6,5
05/04/2019,PIT,CIN,2,0
04/04/2019,PIT,CIN,2,0
03/04/2019,PIT,STL,4,5
01/04/2019,PIT,STL,5,6
31/03/2019,CIN,PIT,0,5
28/03/2019,CIN,PIT,5,3
30/09/2018,CIN,PIT,5,6
29/09/2018,CIN,PIT,3,0
28/09/2018,CIN,PIT,4,8
27/09/2018,CHC,PIT,3,0
26/09/2018,CHC,PIT,7,6
25/09/2018,CHC,PIT,0,6
24/09/2018,CHC,PIT,1,5
23/09/2018,PIT,MIL,6,13
22/09/2018,PIT,MIL,3,0
21/09/2018,PIT,MIL,3,8
19/09/2018,PIT,KC,2,1
18/09/2018,PIT,KC,2,1
17/09/2018,PIT,KC,7,6
16/09/2018,MIL,PIT,2,3
15/09/2018,MIL,PIT,1,3
14/09/2018,MIL,PIT,7,4
12/09/2018,STL,PIT,3,4
11/09/2018,STL,PIT,11,5
10/09/2018,STL,PIT,8,7
08/09/2018,PIT,MIA,5,1
07/09/2018,PIT,MIA,5,3
05/09/2018,PIT,CIN,3,2
04/09/2018,PIT,CIN,7,3
03/09/2018,PIT,CIN,5,1
02/09/2018,ATL,PIT,5,1
01/09/2018,ATL,PIT,5,3
31/08/2018,ATL,PIT,2,3
30/08/2018,STL,PIT,5,0
29/08/2018,STL,PIT,0,2
28/08/2018,STL,PIT,5,2
26/08/2018,MIL,PIT,7,4
25/08/2018,MIL,PIT,1,9
24/08/2018,MIL,PIT,7,6
22/08/2018,PIT,ATL,1,2
21/08/2018,PIT,ATL,1,6
20/08/2018,PIT,ATL,0,1
19/08/2018,PIT,CHC,2,1
18/08/2018,PIT,CHC,3,1
