season,bin,n,favorite_roi,underdog_roi
NBA_2009,0,1,0.020000000000000018,-1.0
NBA_2009,1,27,-0.11938490006198155,0.31518518518518523
NBA_2009,2,76,-0.03665923407776395,-0.05842105263157893
NBA_2009,3,112,0.03955921535537099,-0.19062500000000004
NBA_2009,4,132,-0.05113464685478508,-0.032121212121212106
NBA_2009,5,186,-0.09053592131416244,0.005430107526881667
NBA_2009,6,222,-0.059253852459394296,-0.03977477477477476
NBA_2009,7,225,-0.003957021746085587,-0.18595555555555554
NBA_2009,8,169,-0.012752613224340847,-0.31278106508875736
NBA_2009,9,64,-0.007238520666691617,-0.43953125000000004
